,SENDER,MESSAGE
20,-1001474635205,"(4/4)                                        
16 June 2023       U.S.                  🇺🇸

**▫️Monroe man gets 25 years for  for sexual exploitation of 3 girls
**Hector M. Torres, 34,  who admitted sexually exploiting three girls when they were 11 and 12 was sentenced Thursday to 25 years in prison by a federal judge who called his conduct ""abhorrent"" while expressing cautious optimism that the victims can avoid significant mental-health problems.
https://www.stamfordadvocate.com/capitalregion/article/hartford-monroe-sexual-exploitation-girls-18153666.php

**▫️NEFL INTERCEPT investigation leads to Florida man’s life sentence for child exploitation** | ICE
JACKSONVILLE, Fla. — A Northeast Florida Interagency Child Exploitation and Persons Trafficking Task Force, or NEFL INTERCEPT, investigation led to the life sentence of a Florida man for attempted online enticement of a minor to engage in sexual activity. Wayne Joseph Cavins, 64, of Deltona, Florida, was also ordered to serve a life term of supervised release and to register as a sex offender. He had pleaded guilty on Nov. 15, 2022. “__This predator fed his perverse fantasies by sexually abusing a child for years, enticing another minor victim, as well as producing and collecting sexually explicit content of children,__” said Homeland Security Investigations (HSI) Assistant Special Agent in Charge K. Jim Phillips.
https://www.ice.gov/news/releases/nefl-intercept-investigation-leads-florida-mans-life-sentence-child-exploitation

**▫️Feds take down alleged family-based migrant smuggling ring operating in three states
**LAS CRUCES, New Mexico – Federal authorities believe they’ve broken a family-based crime ring that brought in, housed and transported undocumented migrants to the interior of the United States. Six alleged members of the so-called Lopez Crime Family are in federal custody and four more remain at large in connection with a May 24 federal indictment filed in U.S. District Court for the District of New Mexico.
https://www.borderreport.com/immigration/border-crime/feds-take-down-alleged-family-based-migrant-smuggling-ring-operating-in-three-states/
_____________________
More Arrest Updates:
[HSI/ICE Newsroom Child Exploitation 
](https://www.ice.gov/newsroom?field_news_release_topics_tag_target_id=All&field_field_location_administrative_area=All&field_published_date_value%5Bmin%5D=&field_published_date_value%5Bmax%5D=&combine=Child+Exploitation&field_field_location_country_code=All)[FBI Arrests & Violent Crimes Against Children News
](https://www.fbi.gov/investigate/violent-crime/vcac/violent-crimes-against-children-news)[Department of Justice Press Room Human Trafficking News

](https://www.justice.gov/humantrafficking/press-room)- - - -N-E-E-D- -H-E-L-P-?- - -US:- - - - - - - - - - - - - - - - - - -
NCMEC Urgent victim help  24-Hour Hotline:  1-800-843-5678
NCMEC Cybertiplines: https://report.cybertip.org/
National Human Trafficking Hotline: 888-373-7888 or humantraffickinghotline.org
! Warning: multiple sources report the two helplines mentioned above are partially funded by questionable foundations !
HSI/ICE toll-free hotline: 1-866-DHS-2-ICE  | Anonymous toll-free ICE Tip Line: (866) 347-2423   |   Tip Form
U.S. Marshals Service:  USMS Tips app
DHS:  https://www.dhs.gov/blue-campaign/identify-victim
Get Help Now: Survivors Network of those Abused by Priests (SNAP) Toll-Free Phone: 1-877-SNAP-HEALS (1-877-762-7432)    or
https://www.snapnetwork.org/need_help_now
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
   @ENDHUMANTRAFFICKING"
21,-1001474635205,"(3/4)                                        
16 June 2023       U.S.                  🇺🇸

**▫️Financier accused of luring & raping girl found on Instagram
**A 54-year-old businessman is charged with drugging and raping a 14-year-old Asian girl for months who he found on Instagram. Michael Olson is charged with taking the girl to hotel rooms in Manhattan and Queens and paying her $700 a week to have sex with him. Prosecutors say his plot unraveled when the girl overdosed on drugs in a hotel room in Manhattan. The New York Post reports that prosecutors say Olson continued to try to contact underaged girls even while out on bail.
They go on to say Olson specifically preyed on teenage Asian girls.
» https://asamnews.com/2023/06/16/child-rape-social-media-dangers-instagram/
» https://www.nydailynews.com/new-york/nyc-crime/ny-financier-rape-teen-manhattan-financier-14-year-old-six-months-20230616-tsxuxetexfbfvguplkpsfxnmpq-story.html
» https://nypost.com/2023/06/15/finance-exec-54-accused-of-drugging-and-raping-young-teen-at-hotels-across-nyc/
» https://www.amny.com/news/manhattan-man-indicted-for-repeatedly-drugging-raping-14-year-old-girl-for-months-da/

**▫️Child Sexual Abuse: CT Man Sentenced For Recordings Of Girls As Young As 2
**Hartford County resident Mark Roman, of East Windsor, was sentenced to more than 33 years in prison followed by a lifetime term of supervised release after pleading guilty to charges relating to child pornography, United States Attorney for the District of Connecticut Vanessa Roberts Avery said. Roman was arrested in November 2021 after a search of his home found devices containing over 1,000 images and videos of the 54-year-old sexually abusing a girl between the ages of 6 and 8, voyeuristic videos of another girl between the ages of 2 and 4, as well as content with adult victims. Law enforcement began investigating Roman after the National Center for Missing and Exploited received a report that images of child sexual abuse were being distributed through his email account.
https://dailyvoice.com/connecticut/danbury/child-sexual-abuse-ct-man-sentenced-for-recordings-of-girls-as-young-as-2/

**▫️Swim coach facing child sex abuse charges in Wood County
**PARKERSBURG — A local swimming coach was arrested Thursday for allegedly engaging in sexual assault and sexual abuse of girls under the age of 12. In a release from the West Virginia State Police Crimes Against Children Unit, authorities obtained 16 total arrest warrants for David Andrew Adams in Wood County.
https://www.newsandsentinel.com/news/local-news/2023/06/swim-coach-facing-child-sex-abuse-charges-in-wood-county/

**▫️41-year-old man lured Gwinnett 14-year-old girl to his home using dating app, police say
**Police have arrested a 41-year-old man after they found a missing 14-year-old Gwinnett County student at his home in Clayton County. The teen disappeared in May after she was last seen at her high school. On Friday, family members told Channel 2's Gwinnett County Bureau Chief Matt Johnson that she was found alive and is now home.
https://www.yahoo.com/entertainment/41-old-man-arrested-14-141547793.html

   @ENDHUMANTRAFFICKING"
22,-1001474635205,"(1/4)                                        
16 June 2023       U.S.                  🇺🇸

**▫️Operation Spring Fling: St. Johns County Sheriff’s Office arrests 14 on charges related to child exploitation
**Starting in April, the St Johns County Sheriff’s Office (SJSO) Internet Crimes Against Children (ICAC) unit, developed an online operation that targets predators who try to harm children by exploiting them and engaging in unlawful sexual activity. In total, 14 suspects were arrested and charged with multiple criminal offenses related to online child exploitation. “Operation Spring Fling” was conducted in collaboration with Homeland Security, the FBI, NCIS and various other national and local law enforcement agencies.
https://youtu.be/rpFI4B7KS9g        (VIDEO)
» https://www.firstcoastnews.com/article/news/crime/sjso-14-men-arrested-following-online-operation-predators/77-3f429880-650f-418c-9345-98d373c7b8ce
» https://www.news4jax.com/news/local/2023/06/15/operation-spring-fling-st-johns-county-sheriffs-office-arrest-14-people-suspected-of-online-child-exploitation/
» https://www.yahoo.com/entertainment/st-johns-county-sheriff-office-205736199.html
» https://operationlightshine.org/

**▫️Zephyrhills Police Arrest 4 In 2-Day Human Trafficking Sting
**ZEPHYRHILLS, Fla. – The two-day operation on Friday, June 9, 2023, and Saturday, June 10, 2023, targeted buyers of sexual acts and those who prey on underage children. All four will face criminal charges for human trafficking and traveling to meet a minor for sexual activity as well as other local charges.
» https://www.newsbreak.com/zephyrhills-fl/3059828821434-zephyrhills-police-arrest-4-in-2-day-human-trafficking-sting
» https://www.wfla.com/news/pasco-county/4-men-arrested-for-allegedly-soliciting-children-for-sex-in-zephyrhills-police-say/

**▫️Pike County DA and task force arrest four men in child pornography crackdown
**PIKE COUNTY, Pa. - Four men have been charged with sexual abuse of children, which is the official crime defining child pornography offenses in Pennsylvania. Each investigation began with a cybertip from the National Center for Missing and Exploited Children to the Internet Crimes Against Children task force that a person had been interacting with apparent child sexual abuse material online.
» https://fox56.com/news/local/pike-county-da-and-task-force-arrest-four-men-in-child-pornography-crackdown
» https://www.pahomepage.com/news/crime-courts/four-arrests-involving-child-sexual-abuse-material/

**▫️Lewes duo charged with sex trafficking targeted, assaulted women: DOJ
**The U.S. Department of Justice wants a Lewes woman who was charged in April with sex trafficking and forced labor to be held behind bars while she awaits trial, according to federal court documents. The defendants, Brooke D. Waters, 44, and Clifton H. Gibbs, 66, face nine counts of sex trafficking and six counts of forced labor of 13 victims.
https://www.delawareonline.com/story/news/crime/2023/06/16/lewes-delaware-couple-sex-trafficking-charges-assault-addiction-federal-prosecutors/70322540007/

   @ENDHUMANTRAFFICKING"
23,-1001474635205,"(2/2)
16 June 2023       Global                 🌎

**▫️Russian Parliament Gives Initial Backing to Law Banning Gender Change Surgery
**MOSCOW -Russia's lower house of parliament, the State Duma, gave its initial backing on Wednesday to legislation that would ban gender reassignment surgery. The bill also bans civil registry offices from making changes into people’s documents based on medical certificates on sex realignment.
» https://tass.com/society/1632293
» https://novayagazeta.eu/articles/2023/06/14/russias-state-duma-unanimously-adopts-bill-on-sex-change-ban-in-first-reading-en-news
» https://www.usnews.com/news/world/articles/2023-06-14/russian-parliament-expected-to-back-sex-reassignment-surgery-ban

**▫️Beijing and Hong Kong hit out at US report criticising city’s efforts to combat human trafficking despite improved rating
**Beijing’s foreign affairs office and Hong Kong on Friday rebutted a US report criticising anti-human-trafficking measures in the city despite an improved rating, with state authorities accusing Washington of using human rights as a “tool of stigmatisation”.
https://www.scmp.com/news/hong-kong/politics/article/3224284/beijing-and-hong-kong-hit-out-us-report-criticising-citys-anti-human-trafficking-bid-despite

**▫️Church in France reels from new abuse, cover-up allegations
**French church leaders have appealed for patience and fairness in establishing the truth, after two more bishops were accused of sexual abuse while heading the church’s main missionary organization. The bishops’ conference president was reacting to June 13 joint reports in three Catholic newspapers that prosecutors were investigating alleged offenses by Bishop Georges Colomb of La Rochelle-Saintes and Auxiliary Bishop Gilles Reithinger of Strasbourg during their time heading the Society of Paris Foreign Missions (MEP).
https://www.bishop-accountability.org/2023/06/church-in-france-reels-from-new-abuse-cover-up-allegations/

**▫️Japan overhauls century-old sex crime laws, raises age of consent from 13 to 16
**Japan’s age of consent was raised from 13, among the world’s lowest, to 16 years old on Friday as lawmakers passed key reforms to sex crime legislation. The age of consent – below which sexual activity is considered statutory rape – is 16 in Britain, 15 in France, and 14 in Germany and China. Japan’s had been unchanged since 1907, with children aged 13 and above deemed capable of consent.
https://www.scmp.com/news/asia/east-asia/article/3224302/japan-overhauls-century-old-sex-crime-laws-raises-age-consent-13-16


- - - - - - - - - N-E-E-D- -H-E-L-P-?- - - - -🌍 - - - - - -
Human Trafficking Hotline Numbers: https://www.abolishion.org/human_trafficking_hotline_numbers
Human Trafficking Help and Resources: https://trafficking.help/us/#countries
Child Helpline Network: https://www.childhelplineinternational.org/child-helplines/child-helpline-network/
List of emergency telephone numbers: https://en.wikipedia.org/wiki/List_of_emergency_telephone_numbers
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
Europol tipline Tel.:  +31 70 302 5000 | https://www.europol.europa.eu/report-a-crime
US-NCMEC Urgent victim help  24-Hour Hotline:  1-800-843-5678    
Contact Interpol:  https://www.interpol.int/Contacts/Contact-INTERPOL
https://www.interpol.int/What-you-can-do/If-you-need-help
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
   @ENDHUMANTRAFFICKING"
24,-1001474635205,"16 June 2023       Australia               🇦🇺

**▫️Football legend Barry Cable abused girl, judge finds
**Disgraced Australian Rules football legend Barry Cable repeatedly sexually abused a Perth girl at the height of his playing career and there is compelling evidence he also violated other children, a judge has found. But his victim expects to receive no compensation from the now-bankrupt Cable despite being awarded $818,700. On multiple occasions, Cable threatened to sexually abuse the younger sister if his victim did not comply with his demands, Judge Herron found. Cable, 79, was sued in the District Court of Western Australia by a woman who alleged he abused her over a five-year period beginning in 1968 when she was aged 12 or 13.
» https://www.dailymail.co.uk/sport/afl/article-12201343/Judge-finds-AFL-legend-Barry-Cable-sexually-abused-girl-five-years-teenager.html
» https://www.dailymail.co.uk/wires/aap/article-12201207/Football-legend-Barry-Cable-abused-girl-judge-finds.html

**▫️Swim coach guilty on all counts after child abuse trial
**A former swim coach has been found guilty of 43 child sexual abuse charges relating to 11 different children. Paul Douglas Frost was convicted on Wednesday afternoon of abusing his former students at a swimming school in Sydney's southwest during the 1990s and 2000s. The 43 charges Frost has been convicted of include several charges of sexual intercourse with a child under his authority or care, multiple charges of aggravated indecent assaults of a person under 16 and grooming children for sexual activity. He will face a sentencing hearing in August.
» https://www.sheppnews.com.au/national/swim-coach-guilty-on-all-counts-after-child-abuse-trial/
» https://www.portnews.com.au/story/8234142/swim-coach-guilty-on-all-counts-after-child-abuse-trial/

**▫️Cruise Ship Musical Director Jailed for Child Abuse Material
**A Queensland man who was employed as a musician by a large cruise ship operator has been imprisoned for obtaining and accessing child abuse material – including almost 600 images and videos. The 44-year-old man came to the attention of Australian Border Force (ABF) officers when flying into Brisbane International Airport from New Zealand on 20 January 2020.
https://www.miragenews.com/cruise-ship-musical-director-jailed-for-child-1025497/

- - - -N-E-E-D- -H-E-L-P-?- - -Australia:- - - - - - - - - - - - - - - - - - - - 
Human Trafficking Hotline:  1800 737 732  or https://1800respect.org.au/
Crisis Support service Lifeline: 13 11 14 | https://www.lifeline.org.au/
National Sexual Abuse and Redress Support Service: 1800 211 028
Crime Stoppers: 1800 333 000 or https://nsw.crimestoppers.com.au
Kids Helpline: 1800 55 1800  | https://kidshelpline.com.au/ 
Report Abuse: www.accce.gov.au/report
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
    @ENDHUMANTRAFFICKING"
25,-1001474635205,"(4/4)                                        
15 June 2023       U.S.                   🇺🇸

**▫️Grim undertaking: Harvard morgue employee charged with trafficking human remains - Seven people charged with stealing, selling human remains
**A former employee of the Harvard Medical School morgue is a member of an alleged human remains trafficking ring the feds have arrested. The group of people have been arrested on federal charges after investigators accused them of taking part in a nationwide scheme to buy, sell and ship human remains. The arrests involved an underground network that robbed corpses — including the bodies of two stillborn infants — at Harvard Medical School’s Anatomical Gifts Program and an Arkansas mortuary and crematorium.
» https://youtu.be/Q4RQLeJNz0g
https://www.usatoday.com/story/news/nation/2023/06/14/harvard-medical-school-morgue-cadaver-scheme-arrests/70322344007/
» https://nypost.com/2023/06/14/seven-charged-with-stealing-and-selling-human-remains/
» https://www.bostonherald.com/2023/06/14/grim-undertaking-former-manager-of-harvard-morgue-charged-with-trafficking-human-remains/
» https://www.cbsnews.com/philadelphia/news/joshua-taylor-west-lawn-berks-county-pennsylvania-trafficking-stolen-human-remains/

**▫️Active Duty Marine, 2nd Man Arrested For Alleged Firebombing of Planned Parenthood
**SANTA ANA, California (DOJ) – Special agents with the FBI and the Naval Criminal Investigative Service this morning arrested two Orange County men on federal charges alleging they used a Molotov cocktail to firebomb a Costa Mesa clinic operated by Planned Parenthood Federation of America. Tibet Ergul, 21, of Irvine, and Chance Brannon, 23, of San Juan Capistrano, an active duty Marine stationed at Camp Pendleton, were arrested this morning without incident.
https://breaking911.com/active-duty-marine-2nd-man-arrested-for-alleged-firebombing-of-planned-parenthood/

**▫️South Juarez neighborhood becomes migrant killing field
**JUAREZ, Mexico – Eight migrants have been victims of homicide in Juarez in the last nine months, with the bodies of seven found within walking distance of the same street. The murders could be the tip of the iceberg of widespread, greed-fueled violence against vulnerable migrants from Central and South America and even rural Mexico, a Juarez immigration lawyer says. “__They kidnap the ones they find on the streets. They find out if they have family members in the United States and they call them to demand ransom. If they don’t pay that ransom, they kill them__,” said Jorge Vazquez Campbell, who also heads a nonprofit that advocates for the legal rights of refugees passing through Mexico.
https://www.borderreport.com/immigration/border-crime/south-juarez-neighborhood-becomes-migrant-killing-field/
_____________________
More Arrest Updates:
[HSI/ICE Newsroom Child Exploitation 
](https://www.ice.gov/newsroom?field_news_release_topics_tag_target_id=All&field_field_location_administrative_area=All&field_published_date_value%5Bmin%5D=&field_published_date_value%5Bmax%5D=&combine=Child+Exploitation&field_field_location_country_code=All)[FBI Arrests & Violent Crimes Against Children News
](https://www.fbi.gov/investigate/violent-crime/vcac/violent-crimes-against-children-news)[Department of Justice Press Room Human Trafficking News

](https://www.justice.gov/humantrafficking/press-room)- - - -N-E-E-D- -H-E-L-P-?- - -US:- - - - - - - - - - - - - - - - - - -
NCMEC Urgent victim help  24-Hour Hotline:  1-800-843-5678
NCMEC Cybertiplines: https://report.cybertip.org/
National Human Trafficking Hotline: 888-373-7888 or humantraffickinghotline.org
! Warning: multiple sources report the two helplines mentioned above are partially funded by questionable foundations !
HSI/ICE toll-free hotline: 1-866-DHS-2-ICE  | Anonymous toll-free ICE Tip Line: (866) 347-2423   |   Tip Form
U.S. Marshals Service:  USMS Tips app
DHS:  https://www.dhs.gov/blue-campaign/identify-victim
Get Help Now: Survivors Network of those Abused by Priests (SNAP) Toll-Free Phone: 1-877-SNAP-HEALS (1-877-762-7432)    or
https://www.snapnetwork.org/need_help_now
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
    @ENDHUMANTRAFFICKING"
26,-1001474635205,"(1/4)                                        
15 June 2023       U.S.                   🇺🇸

**▫️Fairfax County police investigating attempted kidnapping near school
**FAIRFAX COUNTY, Va. — Fairfax County police said they are investigating after they received a report that a man tried to kidnap a child near a school Tuesday afternoon. Officers said that a 10-year-old child was walking on Morning View Lane near Island Creek Elementary School to go to a playground when the man grabbed the child by the arm. The child was able to pull away and run back to the school. Police said they searched the area, but they were not able to find the man.
https://www.dcnewsnow.com/news/local-news/virginia/fairfax-county/fairfax-county-police-investigating-attempted-kidnapping-near-school/

**▫️Police arrest man in connection to separate kidnapping incidents; additional victims sought
**A Long Beach man has been arrested in connection to separate kidnapping incidents, including the attempted kidnapping of a 12-year-old girl near Washington Middle School nearly two weeks ago, according to authorities, who said there may be additional victims. Police identified Eugene Martindale III, 28, as the suspect responsible for the alleged crimes. On Sunday, Los Angeles County Sheriff’s Department deputies arrested Martindale just before 7 a.m. in Carson after he allegedly kidnapped a girl in the 21000 block of Main Street and attempted to rape her. Police encourage any additional victims or anyone with information to contact the Sex Crimes Detail at 562-570-7368. Anonymous tips can be submitted to LA Crime Stoppers by calling 1-800-222-8477 or by visiting this [website](http://www.lacrimestoppers.org/).
https://lbpost.com/news/police-arrest-man-in-connection-to-separate-kidnapping-incidents-additional-victims-sought/

**▫️Houston Police looking for fugitive for sexual assault of a child**, $5,000 reward
HOUSTON — Police are asking for the public’s help in finding a fugitive who is wanted for sexually assaulted a child over six years ago. On Thursday, January 12, 2017, Houston Police received a report that the sexual assault of a child happened in the 11300 Block of Vanderford Dr. in Houston, Texas. During the investigation, police were told that the victim reported the sexual abuse and investigators learned that Jose Maria Guerra Lopez sexually assaulted the child. Houston Police Department’s Special Victims Division and Crime Stoppers is offering a $5,000 reward for anyone with information that will help them locate Guerra Lopez. The reward leading to a charge and/or arrest of the suspect can be offered. Information can be reported by calling 713-222-TIPS (8477), submitted online at www.crime-stoppers.org or through the Crime Stoppers app.
https://cw39.com/news/local/houston-police-looking-for-fugitive-wanted-for-sexual-assault-of-a-child/

**▫️Kauai police, US Marshals arrest island’s most-wanted fugitives in joint operation
**HONOLULU - In a joint operation, the Kauai Police Department and U.S. Marshals captured four of the island’s most-wanted fugitives over the course of two days last week, officials said. In a second operation, KPD and U.S. Marshals worked together to make 104 sex offender checks. KPD found that 16 sex offenders were non-compliant, including two who were incarcerated and one who moved off island.
https://www.hawaiinewsnow.com/2023/06/14/kauai-police-us-marshals-arrest-islands-most-wanted-fugitives-joint-operation/

    @ENDHUMANTRAFFICKING"
27,-1001474635205,"(2/2)
15 June 2023       Global                 🌎

▫️**Brazil - Operation Prostasia II: More Than 27,000 Files of CSAM Found
**Civil Police found child sexual abuse material (CSAM) in three residences during Operation Prostasia II on May 10th in Brazil. The searches were carried out in Goiânia, Aparecida de Goiânia, Rio Quente and Goiatuba. One of the suspects detained had over 27,000 files of CSAM.
https://childrescuecoalition.org/more-than-27000-files-of-csam-found/

▫️**Brazil - Operation Double Face:  PF arrests man with more than 17,000 videos and photos of child pornography in Florianópolis
**On May 18th, law enforcement with Operation Double Face arrested a man suspected of sharing and storing child sexual abuse material in Florianópolis, Brazil. According to the Federal Police, around 17,000 videos and images were found on the suspect’s devices. Police said they are looking to identify other criminals.
» https://childrescuecoalition.org/brazil-federal-police-arrests-man-with-more-than-17000-files/
» https://g1.globo.com/google/amp/sc/santa-catarina/noticia/2023/05/18/pf-prende-homem-com-mais-de-17-mil-videos-e-fotos-de-pornografia-infantil-em-florianopolis.ghtml

**▫️Sri Lanka: Two military personnel involved in human trafficking racket apprehended
**Two military personnel have been placed under arrest for their alleged complicity in a human trafficking racket. The arrests were made when the duo was summoned to the Human Trafficking, Smuggling Investigation & Maritime Crime Investigation Division to record a statement. According to reports, a lance corporal of Sri Lanka Army and a Sri Lanka Navy soldier had obtained Rs. 7 million from several people to help them illegally immigrate to Australia via sea routes. On December 04, 2022, Sri Lanka foiled an illegal immigration attempt by a group of 25 people, who had set sail for Australia from Sampoor in Trincomalee.
https://www.adaderana.lk/news.php?nid=91296

**▫️More than 300 bodies found after Kenya cult leader urged followers to starve to death
**More than 300 bodies have been retrieved so far from mass graves in southeast Kenya’s Shakahola forest after a cult leader was accused of encouraging his followers to starve themselves to gain salvation. Self-proclaimed pastor Paul Nthenge Mackenzie – the founder of the Good News International Church – is accused of inciting followers to starve to death “to meet Jesus”. He was arrested in April and had appeared in court the following month. Police had begun exhuming bodies two months ago and the process is ongoing.
https://sg.news.yahoo.com/more-300-bodies-found-kenya-120713054.html

- - - - - - - - - N-E-E-D- -H-E-L-P-?- - - - -🌍 - - - - - -
Human Trafficking Hotline Numbers: https://www.abolishion.org/human_trafficking_hotline_numbers
Human Trafficking Help and Resources: https://trafficking.help/us/#countries
Child Helpline Network: https://www.childhelplineinternational.org/child-helplines/child-helpline-network/
List of emergency telephone numbers: https://en.wikipedia.org/wiki/List_of_emergency_telephone_numbers
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
Europol tipline Tel.:  +31 70 302 5000 | https://www.europol.europa.eu/report-a-crime
US-NCMEC Urgent victim help  24-Hour Hotline:  1-800-843-5678    
Contact Interpol:  https://www.interpol.int/Contacts/Contact-INTERPOL
https://www.interpol.int/What-you-can-do/If-you-need-help
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
    @ENDHUMANTRAFFICKING"
28,-1001474635205,"15 June 2023       Germany                 🇩🇪

**▫️In northern and eastern Germany, police have cracked down on the dissemination, acquisition and possession of child abuse images
**A total of several hundred search warrants had been executed by Wednesday afternoon in northern and eastern Germany. Among other things, the police seized various data carriers such as laptops, PCs and smartphones. Berlin and Brandenburg also joined the action day of the Northern Association (LKA Lower Saxony, Bremen, Hamburg, Schleswig-Holstein and Mecklenburg-Western Pomerania).
» https://www.n-tv.de/panorama/Ermittler-nehmen-Hunderte-Verdaechtige-hoch-article24190599.html
» https://www.faz.net/aktuell/gesellschaft/kriminalitaet/hunderte-durchsuchungen-im-kampf-gegen-sexuelle-gewalt-18963043.html
» https://seevetal-aktuell.de/2023/06/14/durchsuchungen-wegen-kindesmissbrauchs-bundesweiter-einsatz/

**▫️Convicted of child abuse: ex-rector with revision
**The 48-year-old ex-rector was sentenced to seven years in prison in early June. The court considered it proven that the man had sexually assaulted children and young people in more than 90 cases. He took advantage of his position as a music teacher and choir director.
» https://www.faz.net/agenturmeldungen/dpa/wegen-kindesmissbrauchs-verurteilt-ex-rektor-mit-revision-18962976.html
» https://www.stern.de/gesellschaft/regional/hessen/fulda--wegen-kindesmissbrauchs-verurteilt--ex-rektor-mit-revision-33557790.html

**▫️Former altar boy demands 750,000 euros from the Archdiocese of Cologne
**The Catholic Church normally pays victims of sexual abuse up to 50,000 euros, only in individual cases it is significantly more. But now a former acolyte is demanding a significantly higher sum in court.
On Tuesday (1.30 p.m.) a lawsuit by a former altar boy against the Archdiocese of Cologne will be continued before the Cologne Regional Court. The 62-year-old wants 750,000 euros in compensation for sexual abuse suffered. The court has already decided that he is entitled to compensation for pain and suffering, but has not yet said anything about the amount. The court may now comment, said a court spokeswoman.
» https://www.stern.de/gesellschaft/regional/nordrhein-westfalen/prozesse--ex-messdiener-fordert-750-000-euro-vom-erzbistum-koeln--33552036.html
» https://live.vodafone.de/regional/nordrheinwestfalen/gericht-erzbistum-soll-missbrauchsopfer-300-000-euro-zahlen/12125471


- - - -N-E-E-D- -H-E-L-P-?- - -Germany:- - - - - - - - - - - - - - - - - -
Deutschland Polizei/Police:  112 or 110 
Deutschland Human Trafficking Hotline: 08000 116 016
SHAEF Germany - JAG/G2 Inteligence: 0611-143-537-0600 or https://www.europeafrica.army.mil/Contact/
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - 
    @ENDHUMANTRAFFICKING"
29,-1001474635205,"(3/3)                                        
14 June 2023       U.S.                      🇺🇸

▫️**Oakwood Police Officers honored for saving child from alleged human trafficker
**Three Oakwood Police Officers were honored at the Oakwood City Council meeting Monday evening for their efforts in saving a child in May from a known human trafficker. The awards related to an incident from May 13, in which Oakwood Police responded to a call of a reported runaway teen. The teen was recovered and returned to her parents and the man was arrested.
https://accesswdun.com/article/2023/6/1188854/oakwood-police-officers-honored-for-saving-child-from-alleged-human-trafficker

**▫️Were You a Victim of Childhood Sexual Abuse by Eric Uller of the Police Activities League (PAL)?
**Eric Uller Sexually Abused over 200 Children in the Late 1980s to Early 2000s. The City of Santa Monica and PAL have paid out approximately $230 million to the 200+ victims who have come forward so far. It is believed that there are more victims who have yet to come forward. For more information about childhood sexual abuse lawsuits involving Eric Uller of the Police Activities League, or to confidentially discuss your situation with our experienced childhood sexual abuse attorneys, call McGee, Lerer & Associates at (310) 231-9717 or  https://www.mcgeelerer.com/contact-us/.
» https://www.mcgeelerer.com/were-you-abused-by-eric-uller-of-the-police-acti/
» https://smdp.com/2023/04/26/city-settles-all-uller-abuse-claims-for-a-total-of-229-8-million/
» https://www.latimes.com/california/story/2023-04-27/santa-monica-knew-sexual-predator-had-molestation-arrest-as-teen

**▫️Top 20 Human Trafficking Cities in the US
**https://www.insidermonkey.com/blog/top-20-human-trafficking-cities-in-the-us-1159986/

**▫️‘It Should Not Happen In The USA!’: Hawley Goes Off On Mayorkas For Allegedly Allowing Child Slavery
**Republican Missouri Sen. Josh Hawley ridiculed Homeland Security Secretary Alejandro Mayorkas and the Biden administration on Wednesday for allegedly allowing child slavery to thrive in the United States. “__I tell you what I’m tired of: I’ve had Secretary Mayorkas sit in front of me in a different committee, the Homeland Security Committee, where I asked him at length about the outrage of 250,000 migrant children, unaccompanied, crossing the border in the last two years and tens of thousands of them being sold into slavery__,”  Hawley said. “__Let’s not mince words: they’ve been sold into slavery.__“
https://dailycaller.com/2023/06/14/it-should-not-happen-in-the-usa-hawley-goes-off-on-mayorkas-for-allegedly-allowing-child-slavery/

» [Thousands asylum seeking children go missing in Europe & the U.S.](https://t.me/Terrae_Liberatae_Lux_Vicit/5833) » 
_____________________
More Arrest Updates:
[HSI/ICE Newsroom Child Exploitation 
](https://www.ice.gov/newsroom?field_news_release_topics_tag_target_id=All&field_field_location_administrative_area=All&field_published_date_value%5Bmin%5D=&field_published_date_value%5Bmax%5D=&combine=Child+Exploitation&field_field_location_country_code=All)[FBI Arrests & Violent Crimes Against Children News
](https://www.fbi.gov/investigate/violent-crime/vcac/violent-crimes-against-children-news)[Department of Justice Press Room Human Trafficking News

](https://www.justice.gov/humantrafficking/press-room)- - - -N-E-E-D- -H-E-L-P-?- - -US:- - - - - - - - - - - - - - - - - - -
NCMEC Urgent victim help  24-Hour Hotline:  1-800-843-5678
NCMEC Cybertiplines: https://report.cybertip.org/
National Human Trafficking Hotline: 888-373-7888 or humantraffickinghotline.org
! Warning: multiple sources report the two helplines mentioned above are partially funded by questionable foundations !
HSI/ICE toll-free hotline: 1-866-DHS-2-ICE  | Anonymous toll-free ICE Tip Line: (866) 347-2423   |   Tip Form
U.S. Marshals Service:  USMS Tips app
DHS:  https://www.dhs.gov/blue-campaign/identify-victim
Get Help Now: Survivors Network of those Abused by Priests (SNAP) Toll-Free Phone: 1-877-SNAP-HEALS (1-877-762-7432)    or
https://www.snapnetwork.org/need_help_now
- - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - -
    @ENDHUMANTRAFFICKING"
